,time,/Pкха,Pпха1,t1впг,/t1пг,t2кха,/t2пг,/t3пг,/t4пг,/t5пг,/t6пг,/t7пг,впг'',tвпг',tпха1
1970-01-01 00:00:00,32900.195,-0.07400000000000001,-0.028999999999999998,24.368000000000002,26.253,24.066999999999997,26.088,26.033,26.143,25.754,25.699,25.644000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:03,32903.451,-0.075,-0.03,24.368000000000002,26.198,24.066999999999997,26.088,26.033,26.143,25.816,25.699,25.706,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:06,32906.517,-0.075,-0.028999999999999998,24.368000000000002,26.198,24.066999999999997,26.088,26.033,26.143,25.754,25.761,25.644000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:09,32909.428,-0.073,-0.027999999999999997,24.368000000000002,26.26,24.066999999999997,26.15,26.095,26.143,25.816,25.761,25.644000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:12,32912.424,-0.075,-0.028999999999999998,24.368000000000002,26.26,24.066999999999997,26.15,26.095,26.143,25.816,25.699,25.706,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:15,32915.443,-0.075,-0.03,24.368000000000002,26.26,24.066999999999997,26.15,26.095,26.15,25.816,25.761,25.706,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:18,32918.428,-0.073,-0.03,24.368000000000002,26.26,24.066999999999997,26.15,26.095,26.15,25.816,25.761,25.706,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:21,32921.422,-0.07400000000000001,-0.028999999999999998,24.368000000000002,26.26,24.066999999999997,26.15,26.095,26.15,25.816,25.761,25.706,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:24,32924.42,-0.07400000000000001,-0.028999999999999998,24.368000000000002,26.26,24.066999999999997,26.15,26.095,26.15,25.761,25.761,25.706,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:27,32927.421,-0.07400000000000001,-0.03,24.368000000000002,26.26,24.066999999999997,26.15,26.158,26.15,25.824,25.761,25.651,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:30,32930.42,-0.073,-0.028999999999999998,24.368000000000002,26.26,24.017,26.15,26.158,26.15,25.761,25.769000000000002,25.714000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:33,32933.416,-0.07400000000000001,-0.028999999999999998,24.368000000000002,26.268,24.017,26.095,26.04,26.15,25.761,25.769000000000002,25.714000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:36,32936.418,-0.07400000000000001,-0.028999999999999998,24.368000000000002,26.268,23.991999999999997,26.095,26.04,26.15,25.824,25.769000000000002,25.714000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:39,32939.425,-0.075,-0.03,24.393,26.268,23.991999999999997,26.158,26.103,26.15,25.824,25.769000000000002,25.714000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:42,32942.428,-0.073,-0.03,24.393,26.268,23.941999999999997,26.158,26.103,26.158,25.824,25.769000000000002,25.714000000000002,24.218000000000004,23.941999999999997,24.468000000000004
1970-01-01 00:00:45,32945.416,-0.07400000000000001,-0.027999999999999997,24.368000000000002,26.213,23.941999999999997,26.221,26.103,26.158,25.824,25.769000000000002,25.714000000000002,24.218000000000004,23.941999999999997,24.468000000000004
1970-01-01 00:00:48,32948.419,-0.075,-0.028999999999999998,24.368000000000002,26.213,23.866999999999997,26.221,26.103,26.221,25.824,25.769000000000002,25.714000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:51,32951.41,-0.07400000000000001,-0.03,24.393,26.276,23.866999999999997,26.221,26.048000000000002,26.221,25.824,25.769000000000002,25.714000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:54,32954.435,-0.07400000000000001,-0.03,24.393,26.276,23.767,26.221,26.111,26.166,25.831,25.769000000000002,25.659000000000002,24.218000000000004,23.967,24.468000000000004
1970-01-01 00:00:57,32957.416,-0.075,-0.027999999999999997,24.368000000000002,26.276,23.767,26.166,26.111,26.166,25.831,25.769000000000002,25.721,24.218000000000004,23.941999999999997,24.468000000000004
1970-01-01 00:01:00,32960.417,-0.075,-0.028999999999999998,24.368000000000002,26.276,23.691,26.166,26.055999999999997,26.166,25.831,25.714000000000002,25.659000000000002,24.218000000000004,23.941999999999997,24.468000000000004
